timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1536581501453,155,MediaUpload,200,OK,Thread Group 1-3,text,true,,327,102084,7,7,155,0,0
1536581501592,48,GetJobId,200,OK,Thread Group 1-4,text,true,,391,250,6,6,48,0,0
1536581501591,61,MediaUpload,200,OK,Thread Group 1-6,text,true,,327,102044,6,6,61,0,0
1536581501608,44,GetJobId,200,OK,Thread Group 1-5,text,true,,391,250,6,6,44,0,0
1536581501641,12,ShopCart,200,OK,Thread Group 1-4,text,true,,289,444,6,6,12,0,0
1536581501608,46,GetJobId,200,OK,Thread Group 1-9,text,true,,391,250,6,6,45,0,0
1536581501590,69,MediaUpload,200,OK,Thread Group 1-7,text,true,,327,102094,6,6,69,0,0
1536581501608,58,MediaUpload,200,OK,Thread Group 1-8,text,true,,327,102094,6,6,58,0,0
1536581501653,13,ShopCart,200,OK,Thread Group 1-5,text,true,,289,444,6,6,13,0,0
1536581501653,13,GetJobId,200,OK,Thread Group 1-6,text,true,,391,250,6,6,13,0,0
1536581501654,27,ShopCart,200,OK,Thread Group 1-9,text,true,,289,444,6,6,27,0,0
1536581501659,22,GetJobId,200,OK,Thread Group 1-7,text,true,,391,250,6,6,22,0,0
1536581501666,18,ShopCart,200,OK,Thread Group 1-6,text,true,,289,444,6,6,18,0,0
1536581501666,18,GetJobId,200,OK,Thread Group 1-8,text,true,,391,250,6,6,18,0,0
1536581501681,110,ShopCart,200,OK,Thread Group 1-7,text,true,,289,444,7,7,110,0,0
1536581501653,138,MediaUpload,200,OK,Thread Group 1-4,text,true,,327,102069,7,7,138,0,0
1536581501685,175,MediaUpload,200,OK,Thread Group 1-6,text,true,,327,102054,6,6,175,0,0
1536581501685,175,ShopCart,200,OK,Thread Group 1-8,text,true,,289,444,6,6,175,0,0
1536581501666,272,MediaUpload,200,OK,Thread Group 1-5,text,true,,327,102049,6,6,272,0,0
1536581501681,257,MediaUpload,200,OK,Thread Group 1-9,text,true,,327,102094,6,6,257,0,0
